"Shape_Leng,N,19,11"
560.284357777
163.890492925
47.5331005659
156.510827909
325.468061081
169.75845911
119.184645899
47.6800935173
108.201215378
32.1320227072
326.091853619
167.373350775
119.258520512
77.8728535365
51.1724337284
122.526354055
3.1256239481
3.20282906037
3.2132141089
3.2204876963
3.2518281204
3.27511604752
3.31169141746
3.27099326829
3.24890691156
3.12998801491
3.19368908644
3.284096375
3.28367021756
3.25769811833
3.2669289857
3.31936575467
3.29801833709
3.2802612717
3.23925577364
3.15559075425
3.21000015694
3.26945760428
3.26631413178
3.06942549537
2.94974438657
2.98778612907
3.00394208056
3.05094411673
3.02607551086
3.01593432196
3.13283577487
3.10998405792
3.06611317894
3.05724468313
3.14425271305
2.91752394843
3.20480262358
2.99796347384
2.97773017511
2.59157097399
609.89987953
416.383868092
126.139871612
3.23267953215
3.21227426147
3.1893228109
3.21492582572
3.28037955088
3.26238639359
3.28711438602
3.23047985747
3.26554819683
3.17878279761
3.28016005356
3.28388213816
3.23702486509
3.027842118
3.2633357054
3.26034752584
3.2760019942
3.29893451658
3.24521940844
3.29357313691
3.26430666036
3.24380085398
3.2844558089
3.19759111045
3.30358381065
3.25196339183
3.24285552102
3.26493764861
3.2575305122
3.28235676891
3.24807158541
2.91500893238
3.24275499881
3.18234192474
3.28217747742
3.23389085161
3.30784537261
3.2648609294
3.23176855493
3.23793513982
3.23270814327
3.26769106039
3.26300137983
3.26332468764
3.26373727408
3.24684908825
3.27154719049
3.29035695728
3.26911365863
3.33503238617
3.28162414004
3.2216357611
3.28954860046
3.23433146207
3.26603154477
3.26087504198
3.24082475489
3.27313076197
3.13327687792
3.19632288634
3.24963998158
3.27076994289
3.27587087574
158.136790376
96.4883841092
305.341754085
14.7087338353
174.979952184
163.351622439
364.557478267
139.222551783
140.132679144
3.07108644866
3.03976265546
3.14183402017
2.98793592468
2.78991218601
3.24743050664
2.97967664601
3.02478576603
3.19389558542
2.91341620104
2.76896025829
2.91943452767
2.93769978049
2.99164854991
2.97858523772
3.01653925117
2.69059731627
2.90555142813
2.96820080172
2.96474097171
2.87903387164
2.99168131945
2.4136762436
2.62881913951
3.28632515468
2.83286869194
2.90351184547
2.8901089797
2.6012400901
2.87875841728
2.72460217138
2.45961239128
2.91700018596
2.85842350872
3.13352519019
3.11990800732
3.20269651551
3.19036674077
393.21743802
91.8248355174
25.5986753177
95.6031548432
23.2517203723
3.16483569961
3.13905415731
3.37535259239
75.3902936239
3.25011398204
3.27519055288
3.26647776051
3.24357287208
3.34213346301
3.31313537609
3.64764979356
247.595330343
264.634736394
117.777050929
195.448964231
35.5648801691
35.2257733733
151.076299434
27.3777159226
3.56186986836
3.255586739
3.08580038088
3.00675322766
3.31973281844
3.4843945082
2.99179711272
3.02960491448
3.05566048779
4.12015072042
3.79252422191
4.09231780301
284.361524366
36.0939544175
39.5513655442
45.4469630546
3.62252756721
3.11941084775
3.15768555861
2.93105987847
2.79185404544
2.96265423297
3.05408578425
3.04313867241
3.10044079332
3.10226128525
3.06085020826
2.99675089915
2.94453051153
3.0841875606
2.81197225228
3.01007723679
3.07697319962
2.75393555392
10.4294757722
2.87037783821
3.05495025424
2.79935438632
3.03895541834
3.1126016481
3.10260614121
2.91910981813
2.81265659059
2.98150633168
3.07601073494
2.85050066036
2.79763329793
3.35167570768
2.79823962809
2.93030577018
2.99417100893
2.80170126373
2.98384869162
3.06937454357
2.86257874975
3.31262205695
2.91463684841
3.03060423358
2.97897314681
2.72665748438
2.96908100207
2.79364513037
2.95677747328
2.99643005369
3.01576824043
3.18161922773
2.76929808891
53.6572836443
53.3102182652
442.800851045
311.362611646
296.707125525
3.4256456289
3.04258656031
2.74244799929
2.92823513912
3.0620702118
3.03954765039
3.08588480385
